order_item_id,order_id,product_id,quantity,unit_price,subtotal
228,76,6,4,101.81,407.24
229,76,130,5,221.8,1109.0
230,76,100,4,124.48,497.92
231,77,53,3,862.73,2588.19
232,77,37,1,134.49,134.49
233,77,97,2,939.83,1879.66
234,77,104,2,320.77,641.54
235,77,56,3,486.53,1459.59
236,78,104,3,320.77,962.31
237,78,64,3,77.27,231.81
238,78,60,4,67.89,271.56
239,79,121,1,803.39,803.39
240,79,145,2,999.9,1999.8
241,79,17,4,823.57,3294.28
242,79,6,4,101.81,407.24
243,79,147,3,254.8,764.4
244,80,98,1,962.9,962.9
245,80,126,4,779.89,3119.56
246,80,115,4,55.74,222.96
247,81,112,3,93.94,281.82
248,82,59,3,721.21,2163.63
249,82,94,3,33.42,100.26
250,82,123,2,722.07,1444.14
251,83,57,5,385.17,1925.85
252,83,133,5,881.84,4409.2
253,84,51,1,540.91,540.91
254,84,98,3,962.9,2888.7
255,84,13,2,361.71,723.42
256,84,24,2,168.37,336.74
257,84,24,5,168.37,841.85
258,85,13,3,361.71,1085.13
259,85,21,5,749.53,3747.65
260,85,66,4,49.33,197.32
261,85,39,3,219.67,659.01
262,85,37,4,134.49,537.96
263,86,48,2,105.95,211.9
264,86,105,3,316.18,948.54
265,86,43,5,228.01,1140.05
266,87,60,1,67.89,67.89
267,88,14,5,638.62,3193.1
268,88,46,3,140.98,422.94
269,88,141,4,646.31,2585.24
270,88,109,2,294.03,588.06
271,88,61,1,320.46,320.46
272,89,20,1,148.22,148.22
273,89,26,3,971.36,2914.08
274,90,137,1,227.22,227.22
275,90,119,5,430.88,2154.4
276,91,46,2,140.98,281.96
277,91,137,2,227.22,454.44
278,91,63,1,512.74,512.74
279,92,44,3,76.72,230.16
280,92,132,1,772.09,772.09
281,92,129,5,159.31,796.55
282,93,101,2,53.93,107.86
283,94,13,4,361.71,1446.84
284,94,40,2,318.59,637.18
285,95,95,5,865.7,4328.5
286,95,72,4,78.09,312.36
287,96,117,2,699.38,1398.76
288,96,29,2,724.86,1449.72
289,97,11,1,296.48,296.48
290,97,97,2,939.83,1879.66
291,98,74,4,984.0,3936.0
292,99,126,4,779.89,3119.56
293,99,141,5,646.31,3231.55
294,99,104,5,320.77,1603.85
295,99,120,5,561.82,2809.1
296,99,91,5,167.6,838.0
297,100,104,3,320.77,962.31
298,100,135,4,892.72,3570.88
299,100,43,5,228.01,1140.05
300,100,128,2,342.48,684.96
301,100,10,2,200.36,400.72
302,101,95,3,865.7,2597.1
303,102,106,4,302.69,1210.76
304,103,77,3,557.68,1673.04
305,103,7,3,271.87,815.61
306,103,125,2,754.25,1508.5
307,103,5,2,163.91,327.82
308,104,38,4,272.4,1089.6
309,104,36,3,491.12,1473.36
310,104,102,2,808.44,1616.88
311,104,37,1,134.49,134.49
312,105,113,3,102.44,307.32
313,105,125,4,754.25,3017.0
314,106,120,3,561.82,1685.46
315,106,53,4,862.73,3450.92
316,106,34,4,985.46,3941.84
317,106,14,2,638.62,1277.24
318,107,26,3,971.36,2914.08
319,107,96,1,645.06,645.06
320,108,120,4,561.82,2247.28
321,108,111,1,795.79,795.79
322,108,76,3,879.34,2638.02
323,109,142,4,267.54,1070.16
324,109,11,4,296.48,1185.92
325,109,18,3,75.52,226.56
326,109,85,2,136.16,272.32
327,109,80,5,283.9,1419.5
328,110,3,1,228.23,228.23
329,110,38,5,272.4,1362.0
330,111,16,1,687.76,687.76
331,111,131,2,471.26,942.52
332,111,134,3,943.3,2829.9
333,112,115,4,55.74,222.96
334,113,118,3,659.49,1978.47
335,113,84,3,836.24,2508.72
336,113,95,1,865.7,865.7
337,114,150,1,375.2,375.2
338,114,113,4,102.44,409.76
339,114,111,5,795.79,3978.95
340,114,10,5,200.36,1001.8
341,114,145,5,999.9,4999.5
342,115,40,4,318.59,1274.36
343,116,113,3,102.44,307.32
344,116,37,2,134.49,268.98
345,116,51,1,540.91,540.91
346,117,99,3,440.21,1320.63
347,117,101,2,53.93,107.86
348,117,11,1,296.48,296.48
349,117,78,1,720.43,720.43
350,117,35,2,248.45,496.9
351,118,146,2,957.7,1915.4
352,118,107,2,940.95,1881.9
353,118,110,5,329.02,1645.1
354,118,146,3,957.7,2873.1
355,119,1,1,102.75,102.75
356,119,42,1,344.69,344.69
357,120,124,1,898.23,898.23
358,120,57,4,385.17,1540.68
359,120,43,4,228.01,912.04
360,121,21,4,749.53,2998.12
361,122,96,4,645.06,2580.24
362,122,67,5,527.54,2637.7
363,122,143,5,763.61,3818.05
364,123,84,5,836.24,4181.2
365,123,40,5,318.59,1592.95
366,123,134,3,943.3,2829.9
367,124,63,2,512.74,1025.48
368,124,6,4,101.81,407.24
369,124,124,3,898.23,2694.69
370,124,85,5,136.16,680.8
371,124,77,4,557.68,2230.72
372,125,14,5,638.62,3193.1
373,125,77,3,557.68,1673.04
374,125,28,2,300.56,601.12
375,125,143,2,763.61,1527.22
376,126,64,4,77.27,309.08
377,126,40,1,318.59,318.59
378,127,130,3,221.8,665.4
379,127,106,4,302.69,1210.76
380,127,108,5,573.4,2867.0
381,127,85,3,136.16,408.48
382,127,21,2,749.53,1499.06
383,128,124,1,898.23,898.23
384,128,81,1,979.99,979.99
385,129,104,4,320.77,1283.08
386,129,40,4,318.59,1274.36
387,129,122,1,324.11,324.11
388,129,86,3,364.22,1092.66
389,130,79,2,493.64,987.28
390,131,126,4,779.89,3119.56
391,131,55,4,756.02,3024.08
392,131,111,2,795.79,1591.58
393,131,74,2,984.0,1968.0
394,132,43,3,228.01,684.03
395,132,41,5,522.39,2611.95
396,132,84,5,836.24,4181.2
397,132,97,1,939.83,939.83
398,132,26,1,971.36,971.36
399,133,3,2,228.23,456.46
400,134,110,4,329.02,1316.08
401,134,24,2,168.37,336.74
402,134,14,1,638.62,638.62
403,134,121,2,803.39,1606.78
404,134,9,2,300.24,600.48
405,135,94,3,33.42,100.26
406,135,147,1,254.8,254.8
407,135,11,2,296.48,592.96
408,136,85,1,136.16,136.16
409,136,10,5,200.36,1001.8
410,136,22,1,227.12,227.12
411,137,1,2,102.75,205.5
412,137,44,4,76.72,306.88
413,137,126,1,779.89,779.89
414,137,69,5,674.96,3374.8
415,137,75,5,671.17,3355.85
416,138,19,5,658.87,3294.35
417,138,73,2,443.79,887.58
418,138,17,4,823.57,3294.28
419,138,67,2,527.54,1055.08
420,138,132,1,772.09,772.09
421,139,58,3,428.77,1286.31
422,139,9,4,300.24,1200.96
423,139,87,2,782.31,1564.62
424,139,122,4,324.11,1296.44
425,140,131,3,471.26,1413.78
426,140,76,4,879.34,3517.36
427,140,108,2,573.4,1146.8
428,141,84,2,836.24,1672.48
429,141,62,4,920.18,3680.72
430,141,39,2,219.67,439.34
431,142,21,1,749.53,749.53
432,143,31,2,206.91,413.82
433,143,28,4,300.56,1202.24
434,143,33,2,330.9,661.8
435,143,19,3,658.87,1976.61
436,143,86,3,364.22,1092.66
437,144,62,4,920.18,3680.72
438,144,112,4,93.94,375.76
439,144,32,5,953.95,4769.75
440,144,78,2,720.43,1440.86
441,144,122,1,324.11,324.11
442,145,41,4,522.39,2089.56
443,145,50,3,408.59,1225.77
444,145,17,1,823.57,823.57
445,146,65,4,942.17,3768.68
446,147,128,4,342.48,1369.92
447,147,102,3,808.44,2425.32
448,148,35,3,248.45,745.35
449,148,109,3,294.03,882.09
450,148,146,2,957.7,1915.4
451,148,2,2,565.62,1131.24
452,149,107,1,940.95,940.95
453,149,125,3,754.25,2262.75
454,149,38,1,272.4,272.4
455,150,62,5,920.18,4600.9
456,150,127,3,445.46,1336.38
457,151,47,4,250.56,1002.24
458,151,10,1,200.36,200.36
459,152,88,5,930.57,4652.85
460,152,96,3,645.06,1935.18
461,152,1,1,102.75,102.75
462,153,129,2,159.31,318.62
463,153,55,2,756.02,1512.04
464,153,86,5,364.22,1821.1
465,153,71,5,221.01,1105.05
466,154,136,5,737.28,3686.4
467,154,51,4,540.91,2163.64
468,154,11,4,296.48,1185.92
469,154,141,3,646.31,1938.93
470,155,117,1,699.38,699.38
471,155,73,3,443.79,1331.37
472,155,5,4,163.91,655.64
473,155,17,4,823.57,3294.28
474,155,107,4,940.95,3763.8
475,156,147,2,254.8,509.6
476,156,81,5,979.99,4899.95
477,156,58,4,428.77,1715.08
478,156,68,3,719.02,2157.06
479,156,10,2,200.36,400.72
480,157,66,4,49.33,197.32
481,157,68,1,719.02,719.02
482,157,136,2,737.28,1474.56
483,157,11,2,296.48,592.96
484,157,116,2,420.29,840.58
485,158,1,4,102.75,411.0
486,158,13,1,361.71,361.71
487,158,71,5,221.01,1105.05
488,158,140,4,907.85,3631.4
489,159,129,3,159.31,477.93
490,160,14,4,638.62,2554.48
491,160,149,2,948.27,1896.54
492,160,137,5,227.22,1136.1
493,160,74,1,984.0,984.0
494,160,61,4,320.46,1281.84
495,161,85,2,136.16,272.32
496,161,140,2,907.85,1815.7
497,161,4,4,807.75,3231.0
498,161,21,3,749.53,2248.59
499,161,63,4,512.74,2050.96
500,162,26,2,971.36,1942.72
501,163,44,3,76.72,230.16
502,163,66,4,49.33,197.32
503,163,42,4,344.69,1378.76
504,164,42,3,344.69,1034.07
505,164,25,3,390.91,1172.73
506,165,139,5,472.71,2363.55
507,165,18,1,75.52,75.52
508,165,40,1,318.59,318.59
509,166,62,1,920.18,920.18
510,167,46,1,140.98,140.98
511,167,116,3,420.29,1260.87
512,167,32,5,953.95,4769.75
513,168,120,5,561.82,2809.1
514,168,32,4,953.95,3815.8
515,168,72,1,78.09,78.09
516,168,92,1,48.33,48.33
517,168,91,2,167.6,335.2
518,169,49,5,472.34,2361.7
519,169,65,1,942.17,942.17
520,169,23,1,758.21,758.21
521,169,42,2,344.69,689.38
522,170,42,5,344.69,1723.45
523,170,137,2,227.22,454.44
524,170,123,3,722.07,2166.21
525,171,88,4,930.57,3722.28
526,172,27,5,885.93,4429.65
527,172,104,2,320.77,641.54
528,172,43,2,228.01,456.02
529,172,124,5,898.23,4491.15
530,173,59,4,721.21,2884.84
531,174,118,4,659.49,2637.96
532,174,83,3,945.59,2836.77
533,174,51,1,540.91,540.91
534,174,10,4,200.36,801.44
535,174,49,1,472.34,472.34
536,175,91,1,167.6,167.6
537,175,96,3,645.06,1935.18
538,175,107,1,940.95,940.95
539,175,81,4,979.99,3919.96
540,175,22,2,227.12,454.24
541,176,134,5,943.3,4716.5
542,177,35,4,248.45,993.8
543,178,142,5,267.54,1337.7
544,178,88,1,930.57,930.57
545,178,9,3,300.24,900.72
546,178,63,3,512.74,1538.22
547,179,109,3,294.03,882.09
548,179,10,1,200.36,200.36
549,179,15,3,467.63,1402.89
550,179,36,3,491.12,1473.36
551,179,98,2,962.9,1925.8
552,180,88,4,930.57,3722.28
553,180,20,5,148.22,741.1
554,180,94,1,33.42,33.42
555,181,79,3,493.64,1480.92
556,181,105,1,316.18,316.18
557,181,7,3,271.87,815.61
558,181,84,2,836.24,1672.48
559,182,36,5,491.12,2455.6
560,183,26,3,971.36,2914.08
561,183,30,1,186.86,186.86
562,183,68,3,719.02,2157.06
563,183,82,1,708.6,708.6
564,183,47,5,250.56,1252.8
565,184,150,1,375.2,375.2
566,184,60,1,67.89,67.89
567,185,80,5,283.9,1419.5
568,185,139,1,472.71,472.71
569,185,141,5,646.31,3231.55
570,186,77,5,557.68,2788.4
571,186,77,1,557.68,557.68
572,186,104,1,320.77,320.77
573,186,80,4,283.9,1135.6
574,186,24,3,168.37,505.11
575,187,14,2,638.62,1277.24
576,187,18,1,75.52,75.52
577,187,2,1,565.62,565.62
578,188,11,4,296.48,1185.92
579,188,93,4,919.26,3677.04
580,188,139,1,472.71,472.71
581,188,68,2,719.02,1438.04
582,189,144,2,836.55,1673.1
583,189,21,3,749.53,2248.59
584,189,44,2,76.72,153.44
585,189,146,1,957.7,957.7
586,189,5,4,163.91,655.64
587,190,33,2,330.9,661.8
588,190,131,2,471.26,942.52
589,191,2,5,565.62,2828.1
590,191,70,5,463.69,2318.45
591,191,49,4,472.34,1889.36
592,191,141,2,646.31,1292.62
593,192,111,2,795.79,1591.58
594,193,100,2,124.48,248.96
595,193,136,3,737.28,2211.84
596,193,89,2,418.16,836.32
597,193,104,5,320.77,1603.85
598,193,106,5,302.69,1513.45
599,194,69,2,674.96,1349.92
600,194,32,4,953.95,3815.8
601,194,66,5,49.33,246.65
602,195,1,1,102.75,102.75
603,195,104,5,320.77,1603.85
604,195,49,3,472.34,1417.02
605,195,33,5,330.9,1654.5
606,196,149,1,948.27,948.27
607,196,64,2,77.27,154.54
608,197,60,2,67.89,135.78
609,198,19,4,658.87,2635.48
610,199,56,3,486.53,1459.59
611,199,29,5,724.86,3624.3
612,200,54,1,999.28,999.28
613,201,106,1,302.69,302.69
614,202,53,4,862.73,3450.92
615,202,37,2,134.49,268.98
616,202,32,3,953.95,2861.85
617,203,106,4,302.69,1210.76
618,203,133,3,881.84,2645.52
619,203,114,2,317.31,634.62
620,204,53,4,862.73,3450.92
621,204,91,2,167.6,335.2
622,205,126,4,779.89,3119.56
623,205,71,4,221.01,884.04
624,206,65,1,942.17,942.17
625,207,119,2,430.88,861.76
626,207,16,1,687.76,687.76
627,207,118,5,659.49,3297.45
628,207,75,2,671.17,1342.34
629,208,29,3,724.86,2174.58
630,208,37,3,134.49,403.47
631,208,72,2,78.09,156.18
632,208,110,1,329.02,329.02
633,209,136,1,737.28,737.28
634,209,117,3,699.38,2098.14
635,209,78,2,720.43,1440.86
636,209,116,2,420.29,840.58
637,210,123,4,722.07,2888.28
638,210,70,2,463.69,927.38
639,210,123,2,722.07,1444.14
640,211,35,1,248.45,248.45
641,211,61,4,320.46,1281.84
642,211,99,2,440.21,880.42
643,211,142,5,267.54,1337.7
644,212,29,3,724.86,2174.58
645,212,95,5,865.7,4328.5
646,213,26,3,971.36,2914.08
647,213,133,3,881.84,2645.52
648,213,104,1,320.77,320.77
649,214,146,1,957.7,957.7
650,215,73,3,443.79,1331.37
651,215,63,5,512.74,2563.7
652,216,148,5,246.15,1230.75
653,216,47,4,250.56,1002.24
654,216,136,1,737.28,737.28
655,216,39,1,219.67,219.67
656,216,84,5,836.24,4181.2
657,217,146,3,957.7,2873.1
658,217,1,4,102.75,411.0
659,217,50,2,408.59,817.18
660,217,28,3,300.56,901.68
661,218,65,3,942.17,2826.51
662,218,52,4,467.99,1871.96
663,218,145,5,999.9,4999.5
664,218,92,1,48.33,48.33
665,219,121,5,803.39,4016.95
666,219,51,2,540.91,1081.82
667,219,84,1,836.24,836.24
668,219,87,3,782.31,2346.93
669,220,62,5,920.18,4600.9
670,220,86,4,364.22,1456.88
671,220,59,4,721.21,2884.84
672,220,144,1,836.55,836.55
673,221,27,5,885.93,4429.65
674,222,60,4,67.89,271.56
675,222,12,2,458.87,917.74
676,223,106,5,302.69,1513.45
677,223,19,1,658.87,658.87
678,223,141,4,646.31,2585.24
679,223,35,2,248.45,496.9
680,224,56,3,486.53,1459.59
681,224,25,1,390.91,390.91
682,225,3,5,228.23,1141.15
683,225,105,1,316.18,316.18
684,225,72,5,78.09,390.45
685,226,54,1,999.28,999.28
686,226,88,2,930.57,1861.14
687,226,31,1,206.91,206.91
688,226,65,5,942.17,4710.85
689,227,62,1,920.18,920.18
690,227,122,3,324.11,972.33
691,227,139,2,472.71,945.42
692,227,2,4,565.62,2262.48
693,227,56,4,486.53,1946.12
694,228,26,1,971.36,971.36
695,228,129,5,159.31,796.55
696,228,59,5,721.21,3606.05
697,229,1,4,102.75,411.0
698,229,90,3,931.5,2794.5
699,229,116,5,420.29,2101.45
700,230,7,1,271.87,271.87
701,230,147,1,254.8,254.8
702,231,50,2,408.59,817.18
703,231,41,2,522.39,1044.78
704,231,12,2,458.87,917.74
705,232,54,2,999.28,1998.56
706,232,34,3,985.46,2956.38
707,233,16,4,687.76,2751.04
708,233,58,5,428.77,2143.85
709,233,35,1,248.45,248.45
710,233,31,2,206.91,413.82
711,234,77,4,557.68,2230.72
712,234,40,1,318.59,318.59
713,234,41,4,522.39,2089.56
714,235,2,2,565.62,1131.24
715,235,96,1,645.06,645.06
716,235,137,2,227.22,454.44
717,235,108,1,573.4,573.4
718,236,41,2,522.39,1044.78
719,237,40,4,318.59,1274.36
720,238,112,2,93.94,187.88
721,239,69,5,674.96,3374.8
722,239,143,5,763.61,3818.05
723,240,150,3,375.2,1125.6
724,240,116,2,420.29,840.58
725,240,137,5,227.22,1136.1
726,240,56,4,486.53,1946.12
727,240,109,2,294.03,588.06
728,241,114,3,317.31,951.93
729,241,81,3,979.99,2939.97
730,241,55,1,756.02,756.02
731,241,51,4,540.91,2163.64
732,241,76,4,879.34,3517.36
733,242,120,1,561.82,561.82
734,242,149,1,948.27,948.27
735,242,33,1,330.9,330.9
736,242,59,5,721.21,3606.05
737,242,29,5,724.86,3624.3
738,243,102,5,808.44,4042.2
739,243,35,1,248.45,248.45
740,243,133,2,881.84,1763.68
741,243,138,2,342.76,685.52
742,244,62,1,920.18,920.18
743,244,131,5,471.26,2356.3
744,245,19,2,658.87,1317.74
745,245,138,5,342.76,1713.8
746,245,22,3,227.12,681.36
747,245,135,5,892.72,4463.6
748,245,24,3,168.37,505.11
749,246,86,5,364.22,1821.1
750,246,35,2,248.45,496.9
751,246,12,4,458.87,1835.48
752,247,53,2,862.73,1725.46
753,247,57,1,385.17,385.17
754,247,133,2,881.84,1763.68
755,247,114,1,317.31,317.31
756,248,140,1,907.85,907.85
757,248,83,4,945.59,3782.36
758,248,43,3,228.01,684.03
759,248,87,1,782.31,782.31
760,249,3,1,228.23,228.23
761,250,8,1,133.57,133.57
762,251,43,5,228.01,1140.05
763,251,21,1,749.53,749.53
764,251,49,4,472.34,1889.36
765,252,113,5,102.44,512.2
766,253,15,5,467.63,2338.15
767,253,7,2,271.87,543.74
768,253,91,3,167.6,502.8
769,254,30,5,186.86,934.3
770,254,75,3,671.17,2013.51
771,254,67,2,527.54,1055.08
772,254,22,5,227.12,1135.6
773,255,148,5,246.15,1230.75
774,255,123,3,722.07,2166.21
775,256,134,1,943.3,943.3
776,256,39,2,219.67,439.34
777,256,74,5,984.0,4920.0
778,256,11,3,296.48,889.44
779,257,121,1,803.39,803.39
780,257,130,4,221.8,887.2
781,257,120,1,561.82,561.82
782,257,12,5,458.87,2294.35
783,258,1,3,102.75,308.25
784,259,97,3,939.83,2819.49
785,259,88,1,930.57,930.57
786,260,133,3,881.84,2645.52
787,260,136,2,737.28,1474.56
788,260,104,4,320.77,1283.08
789,261,32,2,953.95,1907.9
790,261,106,2,302.69,605.38
791,261,69,5,674.96,3374.8
792,261,59,3,721.21,2163.63
793,261,95,1,865.7,865.7
794,262,80,2,283.9,567.8
795,262,148,4,246.15,984.6
796,262,11,5,296.48,1482.4
797,263,121,1,803.39,803.39
798,264,54,2,999.28,1998.56
799,264,106,5,302.69,1513.45
800,264,143,4,763.61,3054.44
801,264,91,1,167.6,167.6
802,265,135,2,892.72,1785.44
803,265,33,1,330.9,330.9
804,265,16,3,687.76,2063.28
805,265,13,1,361.71,361.71
806,265,101,3,53.93,161.79
807,266,32,5,953.95,4769.75
808,266,136,1,737.28,737.28
809,266,67,3,527.54,1582.62
810,266,46,5,140.98,704.9
811,266,122,4,324.11,1296.44
812,267,133,2,881.84,1763.68
813,267,97,2,939.83,1879.66
814,268,17,4,823.57,3294.28
815,268,69,2,674.96,1349.92
816,268,40,1,318.59,318.59
817,268,37,4,134.49,537.96
818,268,76,2,879.34,1758.68
819,269,147,3,254.8,764.4
820,269,105,3,316.18,948.54
821,269,41,1,522.39,522.39
822,269,63,4,512.74,2050.96
823,269,34,3,985.46,2956.38
824,270,111,2,795.79,1591.58
825,270,27,3,885.93,2657.79
826,270,65,1,942.17,942.17
827,270,119,1,430.88,430.88
828,270,100,3,124.48,373.44
829,271,41,3,522.39,1567.17
830,271,96,3,645.06,1935.18
831,271,11,2,296.48,592.96
832,271,104,2,320.77,641.54
833,272,88,5,930.57,4652.85
834,272,48,3,105.95,317.85
835,272,50,1,408.59,408.59
836,273,121,4,803.39,3213.56
837,274,106,3,302.69,908.07
838,274,75,5,671.17,3355.85
839,274,148,5,246.15,1230.75
840,275,6,2,101.81,203.62
841,275,28,3,300.56,901.68
842,275,62,5,920.18,4600.9
843,275,129,5,159.31,796.55
