order_id,customer_id,order_date,total_amount,status,shipping_country
60,536,2024-07-15T00:51:10.611783,13109.7,delivered,Netherlands
61,303,2024-06-02T14:41:10.611783,1957.08,delivered,Spain
62,213,2025-11-25T04:27:10.611783,226.56,processing,Italy
63,3,2024-01-04T10:11:10.611783,3231.55,pending,Canada
64,588,2025-11-06T04:15:10.611783,2401.36,pending,Spain
65,799,2025-05-27T15:52:10.611783,228.23,pending,Mexico
66,263,2025-10-10T20:35:10.611783,2390.39,shipped,Japan
67,271,2025-04-09T14:12:10.611783,3842.59,processing,Mexico
68,41,2024-10-14T00:57:10.611783,4620.53,shipped,Italy
69,437,2024-04-17T17:00:10.611783,4287.46,pending,France
70,10,2024-05-11T10:47:10.611783,4136.74,processing,Germany
71,337,2024-12-22T03:45:10.611783,283.59,shipped,Japan
72,751,2024-03-26T00:58:10.611783,3742.58,shipped,Germany
73,188,2024-04-16T01:31:10.611783,2998.12,delivered,Italy
74,279,2025-01-19T12:00:10.611783,5216.7,delivered,Norway
75,432,2025-10-15T18:13:10.611783,5797.72,processing,Norway
76,713,2024-02-19T18:12:10.611783,2014.16,delivered,Spain
77,605,2025-04-29T07:49:10.611783,6703.47,delivered,Australia
78,186,2025-09-07T01:55:10.611783,1465.68,shipped,Spain
79,627,2024-01-20T11:02:10.611783,7269.11,processing,Norway
80,495,2025-05-03T17:02:10.611783,4305.42,delivered,France
81,452,2024-02-06T15:22:10.611783,281.82,shipped,Japan
82,13,2025-12-12T10:39:10.611783,3708.03,cancelled,Norway
83,742,2025-07-21T20:48:10.611783,6335.05,shipped,Italy
84,532,2025-06-09T11:50:10.611783,5331.62,cancelled,Mexico
85,98,2025-03-09T10:52:10.611783,6227.07,processing,Italy
86,494,2024-12-10T10:49:10.611783,2300.49,delivered,Poland
87,153,2025-07-15T08:09:10.611783,67.89,pending,Italy
88,659,2024-05-30T06:00:10.611783,7109.8,delivered,Canada
89,508,2024-06-07T15:54:10.611783,3062.3,delivered,Sweden
90,329,2024-08-23T23:23:10.611783,2381.62,pending,Australia
91,520,2024-08-06T06:47:10.611783,1249.14,delivered,Australia
92,413,2024-08-17T15:35:10.611783,1798.8,delivered,Sweden
93,587,2025-03-23T16:00:10.611783,107.86,delivered,Japan
94,458,2024-11-08T16:37:10.611783,2084.02,pending,Netherlands
95,106,2025-02-07T02:08:10.611783,4640.86,cancelled,Germany
96,563,2023-12-21T15:56:10.611783,2848.48,cancelled,Netherlands
97,634,2025-10-03T23:02:10.611783,2176.14,cancelled,United States
98,576,2024-07-20T09:48:10.611783,3936.0,delivered,United States
99,350,2024-12-27T14:58:10.611783,11602.06,processing,Brazil
100,466,2024-11-25T06:55:10.611783,6758.92,cancelled,Spain
101,615,2025-04-19T11:48:10.611783,2597.1,shipped,Australia
102,734,2025-03-28T16:12:10.611783,1210.76,processing,Netherlands
103,3,2024-12-05T00:59:10.611783,4324.97,shipped,Canada
104,561,2025-06-08T00:50:10.611783,4314.33,pending,Canada
105,47,2024-06-07T04:14:10.611783,3324.32,delivered,France
106,110,2024-09-07T08:18:10.611783,10355.46,processing,Brazil
107,124,2025-01-26T19:35:10.611783,3559.14,processing,Sweden
108,734,2024-12-01T16:54:10.611783,5681.09,delivered,Netherlands
109,48,2025-09-30T10:43:10.611783,4174.46,pending,Norway
110,791,2025-03-27T03:48:10.611783,1590.23,cancelled,France
111,517,2024-05-07T04:06:10.611783,4460.18,cancelled,Germany
112,754,2024-02-09T07:05:10.611783,222.96,delivered,Germany
113,600,2025-04-29T05:55:10.611783,5352.89,processing,Canada
114,709,2025-08-04T18:52:10.611783,10765.21,processing,France
115,107,2025-01-21T10:44:10.611783,1274.36,cancelled,Italy
116,330,2025-05-21T01:32:10.611783,1117.21,cancelled,Spain
117,710,2024-08-31T21:31:10.611783,2942.3,shipped,France
118,302,2025-03-28T17:14:10.611783,8315.5,delivered,Australia
119,617,2025-12-07T12:38:10.611783,447.44,shipped,Poland
120,719,2025-07-03T23:51:10.611783,3350.95,cancelled,Sweden
121,648,2024-07-30T19:19:10.611783,2998.12,cancelled,Germany
122,732,2024-10-14T10:28:10.611783,9035.99,processing,Spain
123,728,2025-10-16T18:38:10.611783,8604.05,cancelled,Netherlands
124,711,2025-10-03T23:51:10.611783,7038.93,pending,Sweden
125,780,2024-12-16T06:36:10.611783,6994.48,cancelled,United States
126,585,2025-11-04T11:32:10.611783,627.67,cancelled,Canada
127,293,2025-02-25T13:39:10.611783,6650.7,pending,United States
128,26,2025-01-14T17:09:10.611783,1878.22,pending,United Kingdom
129,205,2024-09-19T18:24:10.611783,3974.21,shipped,Norway
130,150,2024-02-23T11:56:10.611783,987.28,shipped,United Kingdom
131,209,2025-06-27T14:28:10.611783,9703.22,delivered,Mexico
132,105,2025-09-12T10:53:10.611783,9388.37,cancelled,United States
133,230,2025-10-14T06:30:10.611783,456.46,processing,Sweden
134,524,2025-12-02T22:50:10.611783,4498.7,pending,France
135,391,2025-01-21T02:56:10.611783,948.02,shipped,Poland
136,566,2024-02-14T13:53:10.611783,1365.08,shipped,Germany
137,208,2025-09-17T03:59:10.611783,8022.92,processing,Australia
138,649,2025-12-12T11:47:10.611783,9303.38,shipped,Netherlands
139,774,2025-08-15T06:53:10.611783,5348.33,cancelled,Germany
140,202,2024-07-06T22:34:10.611783,6077.94,processing,France
141,700,2024-03-06T18:17:10.611783,5792.54,cancelled,Australia
142,123,2025-01-10T14:33:10.611783,749.53,shipped,Sweden
143,570,2024-09-16T17:16:10.611783,5347.13,cancelled,Germany
144,262,2023-12-26T23:35:10.611783,10591.2,processing,Australia
145,41,2024-05-26T23:44:10.611783,4138.9,pending,Italy
146,793,2025-09-22T08:59:10.611783,3768.68,shipped,Japan
147,503,2025-07-30T06:28:10.611783,3795.24,pending,Brazil
148,725,2024-11-11T05:20:10.611783,4674.08,processing,Canada
149,534,2024-02-29T05:16:10.611783,3476.1,delivered,Brazil
150,557,2025-06-23T01:11:10.611783,5937.28,shipped,Sweden
151,227,2024-07-27T10:27:10.611783,1202.6,shipped,Brazil
152,370,2024-10-16T19:54:10.611783,6690.78,cancelled,Poland
153,544,2025-04-21T06:58:10.611783,4756.81,pending,Spain
154,118,2025-11-05T00:34:10.611783,8974.89,processing,Brazil
155,658,2025-09-10T08:21:10.611783,9744.47,pending,Japan
156,699,2024-11-14T02:04:10.611783,9682.41,pending,Brazil
157,396,2024-09-09T06:52:10.611783,3824.44,shipped,Australia
158,26,2025-06-03T00:38:10.611783,5509.16,cancelled,United Kingdom
159,457,2025-05-02T14:24:10.611783,477.93,processing,United Kingdom
160,329,2025-05-30T15:12:10.611783,7852.96,processing,Australia
161,792,2025-06-24T06:06:10.611783,9618.57,pending,Netherlands
162,216,2025-11-07T09:55:10.611783,1942.72,processing,Brazil
163,702,2025-02-27T16:19:10.611783,1806.24,cancelled,France
164,720,2025-03-11T09:58:10.611783,2206.8,pending,Poland
165,765,2025-11-22T17:07:10.611783,2757.66,delivered,Japan
166,735,2024-11-24T14:11:10.611783,920.18,pending,France
167,56,2024-06-20T21:41:10.611783,6171.6,pending,Brazil
168,589,2024-08-10T21:32:10.611783,7086.52,delivered,Norway
169,462,2025-09-27T01:33:10.611783,4751.46,shipped,Australia
170,18,2025-01-23T10:13:10.611783,4344.1,cancelled,Japan
171,7,2025-10-08T12:45:10.611783,3722.28,pending,United Kingdom
172,775,2025-08-11T14:50:10.611783,10018.36,pending,Poland
173,367,2025-05-18T16:24:10.611783,2884.84,shipped,Norway
174,622,2024-03-18T22:54:10.611783,7289.42,delivered,Norway
175,391,2025-01-29T10:07:10.611783,7417.93,delivered,Poland
176,161,2025-06-19T20:14:10.611783,4716.5,delivered,Australia
177,559,2024-10-19T09:15:10.611783,993.8,shipped,United Kingdom
178,694,2025-10-15T00:06:10.611783,4707.21,cancelled,United Kingdom
179,569,2024-05-13T16:08:10.611783,5884.5,pending,Japan
180,587,2025-08-23T01:40:10.611783,4496.8,cancelled,Japan
181,88,2024-10-28T19:53:10.611783,4285.19,shipped,Japan
182,217,2025-02-16T10:00:10.611783,2455.6,cancelled,Poland
183,146,2024-06-02T18:20:10.611783,7219.4,cancelled,Italy
184,259,2024-07-06T16:17:10.611783,443.09,cancelled,Netherlands
185,56,2025-07-06T03:47:10.611783,5123.76,cancelled,Brazil
186,75,2024-10-14T10:10:10.611783,5307.56,shipped,Australia
187,101,2024-07-11T12:43:10.611783,1918.38,delivered,Sweden
188,339,2024-12-20T17:48:10.611783,6773.71,processing,France
189,103,2024-10-08T08:10:10.611783,5688.47,processing,Australia
190,326,2025-05-02T03:27:10.611783,1604.32,cancelled,Mexico
191,676,2024-10-30T11:43:10.611783,8328.53,processing,United States
192,580,2025-07-24T00:57:10.611783,1591.58,shipped,Sweden
193,439,2024-06-10T13:26:10.611783,6414.42,processing,Japan
194,227,2025-12-20T12:47:10.611783,5412.37,delivered,Brazil
195,284,2024-12-23T17:49:10.611783,4778.12,shipped,Japan
196,492,2025-04-08T03:28:10.611783,1102.81,shipped,Brazil
197,499,2025-07-07T16:17:10.611783,135.78,cancelled,Spain
198,84,2024-10-03T18:03:10.611783,2635.48,cancelled,Australia
199,202,2024-09-16T13:02:10.611783,5083.89,pending,France
200,745,2024-03-07T14:00:10.611783,999.28,cancelled,Poland
201,647,2024-01-22T07:43:10.611783,302.69,delivered,Japan
202,788,2025-08-16T20:04:10.611783,6581.75,pending,Sweden
203,565,2024-09-13T07:03:10.611783,4490.9,cancelled,Italy
204,484,2025-10-20T17:29:10.611783,3786.12,delivered,France
205,229,2025-08-16T13:00:10.611783,4003.6,shipped,United Kingdom
206,138,2025-04-10T05:38:10.611783,942.17,pending,France
207,407,2024-12-28T05:06:10.611783,6189.31,processing,Poland
208,629,2025-11-20T18:54:10.611783,3063.25,cancelled,Mexico
209,144,2025-03-21T18:17:10.611783,5116.86,cancelled,Norway
210,580,2025-10-26T17:53:10.611783,5259.8,delivered,Sweden
211,368,2024-01-31T20:54:10.611783,3748.41,delivered,France
212,238,2024-02-23T21:29:10.611783,6503.08,processing,Germany
213,44,2025-11-04T19:39:10.611783,5880.37,shipped,Mexico
214,398,2025-04-15T04:02:10.611783,957.7,pending,Sweden
215,41,2025-10-15T23:12:10.611783,3895.07,cancelled,Italy
216,649,2024-09-27T12:22:10.611783,7371.14,cancelled,Netherlands
217,558,2025-07-26T18:30:10.611783,5002.96,delivered,Germany
218,375,2025-08-14T10:03:10.611783,9746.3,pending,Japan
219,530,2024-09-04T02:04:10.611783,8281.94,processing,Netherlands
220,529,2025-02-09T00:58:10.611783,9779.17,shipped,Germany
221,499,2025-04-28T08:06:10.611783,4429.65,cancelled,Spain
222,143,2025-03-15T18:20:10.611783,1189.3,pending,Norway
223,527,2025-10-09T21:19:10.611783,5254.46,processing,Canada
224,192,2024-05-31T00:44:10.611783,1850.5,pending,Canada
225,677,2024-08-13T02:57:10.611783,1847.78,shipped,Italy
226,738,2024-04-16T04:49:10.611783,7778.18,delivered,Poland
227,491,2024-07-24T07:16:10.611783,7046.53,delivered,Poland
228,23,2024-08-26T14:14:10.611783,5373.96,cancelled,Spain
229,607,2024-06-02T17:46:10.611783,5306.95,cancelled,Norway
230,41,2025-07-29T17:09:10.611783,526.67,processing,Italy
231,265,2024-06-23T05:31:10.611783,2779.7,cancelled,Brazil
232,578,2025-10-03T14:02:10.611783,4954.94,shipped,Japan
233,88,2024-07-30T03:44:10.611783,5557.16,delivered,Japan
234,494,2024-06-12T20:59:10.611783,4638.87,delivered,Poland
235,616,2024-05-16T07:58:10.611783,2804.14,processing,Netherlands
236,639,2025-10-27T05:22:10.611783,1044.78,processing,Italy
237,742,2025-11-23T00:05:10.611783,1274.36,delivered,Italy
238,611,2025-08-16T15:20:10.611783,187.88,delivered,Netherlands
239,395,2024-05-04T16:07:10.611783,7192.85,processing,Sweden
240,536,2025-05-21T10:32:10.611783,5636.46,processing,Netherlands
241,621,2024-03-28T18:36:10.611783,10328.92,cancelled,Poland
242,615,2024-01-30T06:38:10.611783,9071.34,pending,Australia
243,96,2025-04-28T10:14:10.611783,6739.85,cancelled,Canada
244,553,2023-12-23T10:47:10.611783,3276.48,delivered,Germany
245,535,2025-02-24T01:01:10.611783,8681.61,pending,Japan
246,715,2025-06-16T02:20:10.611783,4153.48,delivered,Brazil
247,788,2025-01-15T00:43:10.611783,4191.62,cancelled,Sweden
248,101,2025-02-28T17:22:10.611783,6156.55,delivered,Sweden
249,785,2024-08-15T15:24:10.611783,228.23,cancelled,Netherlands
250,557,2025-02-11T21:18:10.611783,133.57,pending,Sweden
251,727,2023-12-29T07:39:10.611783,3778.94,pending,France
252,533,2023-12-29T01:47:10.611783,512.2,processing,Germany
253,705,2024-11-09T02:29:10.611783,3384.69,pending,Poland
254,159,2025-03-02T09:43:10.611783,5138.49,shipped,Japan
255,268,2025-06-22T02:42:10.611783,3396.96,shipped,United States
256,627,2024-09-29T10:31:10.611783,7192.08,processing,Norway
257,424,2025-07-09T06:36:10.611783,4546.76,processing,United Kingdom
258,380,2025-07-16T06:36:10.611783,308.25,shipped,Italy
259,315,2025-08-04T00:55:10.611783,3750.06,delivered,Norway
260,754,2024-05-11T10:13:10.611783,5403.16,processing,Germany
261,458,2025-12-06T18:12:10.611783,8917.41,processing,Netherlands
262,521,2025-02-03T23:57:10.611783,3034.8,cancelled,Canada
263,629,2025-12-04T10:51:10.611783,803.39,pending,Mexico
264,165,2025-01-23T09:06:10.611783,6734.05,pending,United Kingdom
265,149,2025-04-17T08:33:10.611783,4703.12,pending,Germany
266,66,2024-09-15T20:29:10.611783,9090.99,pending,Spain
267,624,2024-01-29T12:30:10.611783,3643.34,delivered,Spain
268,629,2025-10-23T05:24:10.611783,7259.43,cancelled,Mexico
269,59,2024-06-18T09:37:10.611783,7242.67,delivered,Norway
270,11,2024-07-15T11:05:10.611783,5995.86,cancelled,Sweden
271,293,2024-07-07T14:56:10.611783,4736.85,cancelled,United States
272,523,2025-06-02T11:20:10.611783,5379.29,cancelled,Germany
273,174,2025-11-10T14:29:10.611783,3213.56,processing,Brazil
274,671,2023-12-21T18:11:10.611783,5494.67,shipped,France
275,799,2025-02-03T00:48:10.611783,6925.69,delivered,Mexico
276,416,2025-08-12T19:39:10.611783,3658.16,pending,Japan
277,755,2025-12-10T16:04:10.611783,1342.34,pending,Italy
278,563,2024-10-08T12:59:10.611783,1308.26,cancelled,Netherlands
279,597,2024-12-12T00:58:10.611783,3146.38,shipped,Brazil
280,232,2025-09-01T19:35:10.611783,6385.13,delivered,Canada
281,589,2023-12-25T21:17:10.611783,2680.32,delivered,Norway
282,519,2024-04-09T06:10:10.611783,1135.6,cancelled,Netherlands
283,302,2024-12-03T16:57:10.611783,5779.94,cancelled,Australia
284,264,2025-06-24T07:22:10.611783,211.9,delivered,France
285,387,2025-07-20T04:55:10.611783,667.85,processing,Sweden
286,776,2024-12-03T03:49:10.611783,1456.88,delivered,Norway
287,601,2024-01-19T04:13:10.611783,1292.62,shipped,Norway
288,70,2025-01-16T09:56:10.611783,7646.95,processing,Australia
289,694,2025-12-08T20:57:10.611783,940.95,shipped,United Kingdom
290,423,2024-12-17T05:40:10.611783,10076.03,pending,United Kingdom
291,718,2024-09-15T20:24:10.611783,4769.75,pending,Australia
292,409,2025-11-10T12:58:10.611783,9468.08,shipped,France
293,78,2025-07-10T18:36:10.611783,1964.48,shipped,Japan
294,363,2024-08-01T07:23:10.611783,2586.09,processing,Norway
295,765,2025-11-19T19:37:10.611783,4688.27,processing,Japan
296,241,2024-08-24T21:19:10.611783,49.33,processing,Australia
297,208,2024-09-02T08:28:10.611783,7187.78,processing,Australia
298,798,2024-04-08T17:04:10.611783,1564.62,pending,United States
299,693,2025-10-31T04:45:10.611783,4583.26,pending,Poland
300,783,2025-06-27T15:00:10.611783,6136.14,delivered,Norway
301,381,2025-09-16T23:37:10.611783,4229.19,cancelled,United Kingdom
302,282,2025-05-06T18:54:10.611783,491.22,cancelled,Spain
303,287,2025-01-31T20:54:10.611783,7702.49,cancelled,Spain
304,132,2024-02-15T05:57:10.611783,1671.94,delivered,United States
305,490,2025-06-26T14:38:10.611783,9296.06,shipped,Poland
306,404,2025-11-22T18:35:10.611783,373.72,pending,United States
307,716,2025-06-04T03:26:10.611783,4442.43,pending,Germany
308,13,2025-11-10T19:30:10.611783,5507.19,cancelled,Norway
309,104,2024-11-19T00:45:10.611783,1512.04,shipped,Mexico
310,192,2025-07-04T21:21:10.611783,4032.03,shipped,Canada
311,483,2025-09-08T23:29:10.611783,9608.43,processing,United Kingdom
312,511,2025-02-27T19:32:10.611783,1260.87,shipped,Spain
313,374,2025-02-03T21:34:10.611783,10468.94,processing,Netherlands
314,586,2024-05-04T07:49:10.611783,7259.43,processing,Norway
315,103,2024-09-22T20:41:10.611783,1817.1,delivered,Australia
316,391,2024-07-08T17:57:10.611783,2745.73,processing,Poland
317,485,2023-12-30T18:32:10.611783,1887.43,delivered,Mexico
318,138,2025-09-27T05:40:10.611783,8182.66,shipped,France
319,499,2024-10-23T21:41:10.611783,1580.9,cancelled,Spain
320,49,2025-01-31T16:50:10.611783,3054.44,processing,Poland
321,62,2024-07-28T21:36:10.611783,3446.4,pending,United Kingdom
322,461,2024-11-27T21:29:10.611783,634.62,shipped,Japan
323,574,2025-07-13T21:28:10.611783,5025.55,pending,Netherlands
324,422,2024-04-24T01:01:10.611783,6160.97,cancelled,Italy
325,204,2025-08-03T07:47:10.611783,1270.45,cancelled,Poland
326,179,2024-10-08T00:26:10.611783,1292.62,cancelled,United Kingdom
327,500,2025-03-22T15:30:10.611783,4591.45,cancelled,Canada
328,294,2025-04-09T09:15:10.611783,7297.42,processing,Spain
329,656,2024-12-01T02:46:10.611783,7261.65,cancelled,United States
330,586,2025-02-07T15:11:10.611783,4031.35,processing,Norway
331,352,2024-08-10T23:26:10.611783,6020.4,shipped,Sweden
332,728,2024-09-20T08:47:10.611783,1637.29,delivered,Netherlands
333,278,2025-03-21T00:53:10.611783,3088.36,cancelled,United States
334,534,2025-03-27T02:16:10.611783,2253.57,processing,Brazil
335,24,2024-04-28T12:21:10.611783,725.93,shipped,Canada
336,762,2025-12-08T12:11:10.611783,7188.68,processing,Japan
337,171,2025-01-30T16:12:10.611783,2797.52,pending,Mexico
338,485,2025-07-04T14:07:10.611783,3387.4,delivered,Mexico
339,537,2024-03-15T16:22:10.611783,2755.8,cancelled,United Kingdom
340,160,2024-03-17T10:05:10.611783,3817.88,delivered,United Kingdom
341,317,2024-08-11T20:53:10.611783,3571.77,shipped,Spain
342,454,2025-09-22T17:14:10.611783,2797.46,cancelled,France
343,175,2024-01-19T14:48:10.611783,4829.7,shipped,Norway
344,334,2025-04-22T04:01:10.611783,1937.6,cancelled,Italy
345,279,2025-07-05T03:14:10.611783,3950.12,cancelled,Norway
346,182,2025-08-18T08:35:10.611783,5867.77,cancelled,United Kingdom
347,446,2025-06-10T09:46:10.611783,4876.21,cancelled,Canada
348,318,2024-12-11T04:40:10.611783,7697.64,processing,France
349,92,2025-03-17T22:29:10.611783,8726.49,delivered,Canada
350,267,2024-05-28T22:06:10.611783,3059.99,pending,Japan
351,536,2024-05-09T00:24:10.611783,7885.77,delivered,Netherlands
352,548,2023-12-30T12:05:10.611783,492.91,delivered,Australia
353,774,2025-04-22T22:06:10.611783,6241.88,delivered,Germany
354,300,2025-08-23T20:56:10.611783,8431.34,pending,Netherlands
355,562,2025-01-06T19:32:10.611783,1544.18,cancelled,Norway
356,448,2025-01-28T20:16:10.611783,9488.75,delivered,Italy
357,388,2024-08-02T21:11:10.611783,5430.71,delivered,United States
358,641,2024-08-23T05:54:10.611783,5292.9,cancelled,Sweden
359,711,2025-11-21T21:24:10.611783,3316.89,cancelled,Sweden
360,276,2025-02-15T20:00:10.611783,4786.34,pending,United States
361,187,2024-05-08T22:13:10.611783,10704.78,delivered,Mexico
362,633,2025-03-28T21:50:10.611783,4864.03,cancelled,Japan
363,504,2024-06-30T23:07:10.611783,8379.88,processing,Sweden
364,51,2025-06-20T13:17:10.611783,7533.33,pending,France
365,289,2024-09-21T17:51:10.611783,7820.28,delivered,United Kingdom
366,745,2023-12-29T20:11:10.611783,4641.43,processing,Poland
367,16,2025-05-09T19:27:10.611783,5034.27,delivered,Germany
368,320,2025-05-15T00:35:10.611783,9729.86,pending,Mexico
369,339,2024-03-12T17:09:10.611783,10683.88,shipped,France
370,795,2025-01-25T15:40:10.611783,681.66,delivered,Australia
371,186,2024-07-04T21:58:10.611783,5840.6,delivered,Spain
372,13,2024-04-24T11:21:10.611783,2319.94,delivered,Norway
373,790,2025-03-18T20:53:10.611783,11110.79,pending,United States
374,204,2025-04-06T12:55:10.611783,3833.04,pending,Poland
375,534,2025-11-01T19:36:10.611783,6866.34,delivered,Brazil
376,698,2024-11-04T23:16:10.611783,2200.02,pending,Italy
377,763,2025-07-06T05:13:10.611783,5897.29,shipped,Japan
378,493,2025-10-04T22:18:10.611783,4841.91,shipped,France
379,54,2025-11-02T19:13:10.611783,5339.86,processing,Australia
380,649,2025-03-09T23:06:10.611783,6808.95,processing,Netherlands
381,283,2025-08-10T16:31:10.611783,9225.14,processing,Canada
382,10,2024-02-03T07:56:10.611783,6700.02,delivered,Germany
383,705,2025-08-22T17:29:10.611783,3211.47,pending,Poland
384,255,2024-05-31T04:11:10.611783,2508.72,cancelled,Sweden
385,347,2025-09-21T14:09:10.611783,3912.11,shipped,Norway
386,661,2024-05-27T11:40:10.611783,7451.13,pending,Germany
387,129,2025-05-03T20:26:10.611783,1349.92,cancelled,United States
388,661,2024-12-11T03:52:10.611783,443.79,processing,Germany
389,22,2025-11-26T01:28:10.611783,335.2,processing,Canada
390,257,2024-01-31T04:51:10.611783,7345.76,delivered,Australia
391,573,2024-10-18T06:50:10.611783,13543.12,delivered,Australia
392,195,2025-07-23T18:40:10.611783,5401.74,shipped,United States
393,332,2025-04-13T22:01:10.611783,8413.73,cancelled,Spain
394,568,2024-06-02T15:39:10.611783,6991.39,processing,Australia
395,461,2024-10-18T21:40:10.611783,5184.09,shipped,Japan
396,465,2023-12-22T09:38:10.611783,5888.77,delivered,Brazil
397,752,2024-06-27T13:45:10.611783,908.48,shipped,United Kingdom
398,795,2025-09-16T20:26:10.611783,1702.32,pending,Australia
399,675,2025-06-25T01:18:10.611783,1998.93,cancelled,Germany
400,700,2025-05-14T06:15:10.611783,2508.72,cancelled,Australia
401,290,2024-11-16T02:47:10.611783,999.28,shipped,Mexico
402,114,2024-03-29T05:48:10.611783,8674.4,pending,Sweden
403,45,2024-05-01T19:01:10.611783,10025.32,pending,Japan
404,207,2024-04-09T04:18:10.611783,4333.56,pending,Sweden
405,33,2025-07-28T09:59:10.611783,2956.38,delivered,Mexico
406,674,2025-05-06T05:45:10.611783,4910.54,cancelled,Australia
407,263,2024-02-10T00:20:10.611783,1134.14,cancelled,Japan
408,736,2024-03-02T14:05:10.611783,4552.74,processing,Italy
409,672,2025-05-07T15:35:10.611783,4382.63,pending,Netherlands
410,370,2025-07-15T13:02:10.611783,1488.32,delivered,Poland
411,378,2025-12-15T14:58:10.611783,9556.69,cancelled,Netherlands
412,273,2025-06-14T14:52:10.611783,11126.71,pending,Japan
413,312,2024-03-09T19:39:10.611783,1927.28,pending,Australia
414,104,2024-08-14T06:30:10.611783,10911.27,processing,Mexico
415,198,2025-06-12T10:21:10.611783,1709.22,cancelled,United States
416,641,2024-06-22T06:53:10.611783,1318.98,cancelled,Sweden
417,426,2024-04-08T09:42:10.611783,5634.12,shipped,Sweden
418,691,2025-04-04T11:48:10.611783,901.83,delivered,Spain
419,107,2024-06-08T18:41:10.611783,4254.83,delivered,Italy
420,517,2024-12-01T10:16:10.611783,8066.64,cancelled,Germany
421,615,2025-03-19T01:03:10.611783,1440.86,shipped,Australia
